    1.00e-3 -2.1052418652280900E-003 5.8833483024479339E-005 -3.3120362069738544E-004 6.5148749328475388E-005 -1.7740382248698078E-003 2.6718439286122632E-005 -1.7104561463762154E-003 3.0063986231265474E-005 -1.0847844523321370E-004 2.6386081174578854E-006
    1.02e-2 -1.2848912168867266E-002 8.8399619719890590E-005 4.4466706801968162E-003 1.3334881179786410E-004 -1.7295582960020504E-002 1.0075524781357818E-004 -1.7797144438236816E-002 1.0393591626656101E-004 -2.4817728226550441E-003 1.3137064982923344E-005
    1.20e-1 4.5370373422206567E-002 1.8632982043260832E-003 0.12495773675821595 2.3426598329496810E-003 -7.9587363589201876E-002 1.4081094750808612E-003 -0.11522570570422529 8.4467893328822911E-004 -3.2651912582159590E-002 1.5342737509060824E-004
    1.25e-2 -1.3898935567555110E-002 3.0213958478560453E-004 6.0650011787339933E-003 3.1794226856803840E-004 -1.9963936695028217E-002 1.1037274750277143E-004 -2.0688689184008183E-002 1.1276682810574577E-004 -2.9853368646847785E-003 1.5019666729958843E-005
    1.35e-1 6.7476797527014909E-002 2.2227269855684944E-003 0.14906185097014943 2.6309124830795005E-003 -8.1585054361940343E-002 1.3546984473934891E-003 -0.12389861957089567 7.9674095350946300E-004 -3.7693518376865659E-002 1.4013419455665785E-004
    1.5e-1 8.5671605483964214E-002 2.4217261782094684E-003 0.17216605411041019 2.8791741353871754E-003 -8.6494449212397351E-002 1.4767961157066498E-003 -0.13499849379600407 9.0304534240819110E-004 -4.2675630357518410E-002 1.5162773726051947E-004
    1.5e-2 -1.4819041515222946E-002 1.3139401639236314E-004 7.7654690890892044E-003 1.8227645925584685E-004 -2.2584510626345467E-002 1.2439658897031515E-004 -2.3789923162480808E-002 1.2846925140393638E-004 -3.5460415807278284E-003 1.6859675058444327E-005
    1.60e-3 -4.2914044301896378E-003 4.3504313163571181E-005 -4.0237492721255808E-004 6.0537516845520361E-005 -3.8890295276166054E-003 4.2938348292979474E-005 -3.7843671861414619E-003 4.6770825726633832E-005 -3.2935323949256716E-004 4.3107907546153368E-006
    1.79e-2 -1.6352811472793421E-002 1.2993938696506443E-004 9.1743877464817956E-003 1.8474063722723845E-004 -2.5527199079958950E-002 1.3333759273590729E-004 -2.7293809923628915E-002 1.3058706347919620E-004 -4.2354063593029248E-003 1.8584785368567079E-005
    2.00e-3 -5.1187348041363337E-003 3.4017177866251484E-004 2.3851306960840599E-004 3.4269342254312016E-004 -5.3572478812916428E-003 5.2313250462485975E-005 -5.2330720820656105E-003 5.6363290968595445E-005 -5.0118427555099945E-004 5.3993325266966039E-006
