    1.02e-2 -9.1774520311065557E-003 7.7879186328984323E-005 4.3501714492794616E-003 1.1247036113253928E-004 -1.3527623588574351E-002 8.4437108953496444E-005 -1.4709603893463709E-002 8.6291218356827023E-005 -1.7669165495625321E-003 8.4437828793014868E-006
    1.20e-1 9.8624587524444460E-002 2.9291660929505730E-003 0.14470928022222224 3.5236549066937533E-003 -4.6084690919555547E-002 1.8090141205479033E-003 -9.5942354577777764E-002 1.0377575908438166E-003 -2.5737398711111120E-002 1.7414690222405122E-004
    1.25e-2 -9.7279132367965159E-003 8.8941553091294350E-005 5.8228788572234694E-003 1.3010007521802882E-004 -1.5550792033828800E-002 9.4998261103048024E-005 -1.7200041046130196E-002 9.4208573518235239E-005 -2.1416024572014315E-003 9.4755601435796758E-006
    1.35e-1 0.12621242094488186 3.1157764531329910E-003 0.16791031677165369 3.7878878103098468E-003 -4.1697896185039378E-002 2.0172259856738720E-003 -0.10219281551181109 1.0015077772547122E-003 -2.9700568779527550E-002 1.7112033340354777E-004
    1.5e-1 0.15465495222828579 2.6418805912360186E-003 0.19683709189589882 3.0514423422002457E-003 -4.2182139126708693E-002 1.6080948985597431E-003 -0.10970606078864344 7.6921959573314936E-004 -3.3451807592008435E-002 1.0821376383829002E-004
    1.5e-2 -1.0159302056981026E-002 1.0280114650249072E-004 7.1843998256063612E-003 1.5029721581690843E-004 -1.7343702017426969E-002 1.0789444660599049E-004 -1.9610737851870810E-002 1.0424045480548190E-004 -2.5597466242952252E-003 1.1079194927212218E-005
    1.79e-2 -1.0546512638928777E-002 1.1984578953491034E-004 8.8946224811793841E-003 1.6892421170890457E-004 -1.9441134997744743E-002 1.1688090680931925E-004 -2.2525210686314728E-002 1.0953797138932417E-004 -3.0580378898001060E-003 1.1911924407339790E-005
    2.08e-2 -9.9620144590056494E-003 1.3571467745394995E-004 1.1670579727923619E-002 1.8846245347914250E-004 -2.1632594150589424E-002 1.2951457945221872E-004 -2.5486475570989240E-002 1.1895372875399946E-004 -3.5921886965658602E-003 1.3571860109365425E-005
    2.37e-2 -9.9128692589902506E-003 1.5432880480599251E-004 1.3520691009373127E-002 2.1143096894453634E-004 -2.3433560292875442E-002 1.4130185395344098E-004 -2.8154372111737644E-002 1.2268595164658050E-004 -4.1199848185545880E-003 1.4798196357832849E-005
    2.66e-2 -9.2094306434648884E-003 1.7003212033786738E-004 1.6298082000225523E-002 2.3022101305589425E-004 -2.5507512684161952E-002 1.5801879629997385E-004 -3.0978797006663249E-002 1.3144355792239377E-004 -4.6307905330599643E-003 1.5477015128187485E-005
    2.66e-3 -5.5139045476678607E-003 4.0451733702766995E-005 1.1128884288780119E-003 8.9152374540997192E-005 -6.6267929405228031E-003 7.9174404737960037E-005 -6.7290156709379845E-003 8.3487946803048447E-005 -5.9234035704766835E-004 5.7503497666749863E-006
    3.00e-2 -8.5390823062942069E-003 2.0148594913907013E-004 1.8758451811250663E-002 2.6455722153977059E-004 -2.7297534111071265E-002 1.7283130905110678E-004 -3.3926379830855953E-002 1.4426580587235640E-004 -5.2798403777549957E-003 1.6658407236682712E-005
    3.33e-2 -7.0012279638170154E-003 2.1853008880965159E-004 2.2154332407859533E-002 2.8206558499062063E-004 -2.9155560317426978E-002 1.9379152615772697E-004 -3.6834741824705301E-002 1.5214075906715436E-004 -5.8949154305484256E-003 1.8090846965339068E-005
    3.70e-2 -5.2948610280163936E-003 2.4488826681744739E-004 2.5859864942331820E-002 3.1775808299414093E-004 -3.1154726047503835E-002 2.0705937150426764E-004 -4.0055408626345455E-002 1.6303962512402597E-004 -6.5881069169656647E-003 1.9503291745930948E-005
    4.00e-3 -6.5227464969246666E-003 5.4869537563010401E-005 1.0034506445048700E-003 7.9251801984583253E-005 -7.5261971934905171E-003 5.8434039208903366E-005 -7.7494148593541664E-003 6.2366031700692993E-005 -7.8011511783700606E-004 5.1732700721283043E-006
    4.20e-2 -2.3530258297982539E-003 3.2370049428395232E-004 3.0525299534687276E-002 4.2425251206510892E-004 -3.2878325363618045E-002 2.7867688258777473E-004 -4.3936205474108925E-002 1.9873193496175719E-004 -7.6095561546738518E-003 2.4464823664132096E-005
    4.70e-2 7.5252049809829103E-004 3.1699582773873322E-004 3.5918586178082211E-002 4.0840599573602134E-004 -3.5166065813194425E-002 2.6948823050729795E-004 -4.7746188669871722E-002 1.8630395934512783E-004 -8.5969979663461475E-003 2.3262514682689570E-005
    5.00e-2 3.0293693044382355E-003 3.3155121769507710E-004 3.9807830958124069E-002 4.2222211573889583E-004 -3.6778461535571523E-002 2.7098323065870945E-004 -5.0506870210148685E-002 1.8762525206839748E-004 -9.2376044413121586E-003 2.3654906474763430E-005
    5.00e-3 -6.8880617213527805E-003 7.6323957800484765E-005 1.7176989987121992E-003 1.0252052204629464E-004 -8.6057606994694880E-003 6.9143335929148944E-005 -8.9239651661803671E-003 7.4048061690606623E-005 -9.3311664748010632E-004 6.3887658056609797E-006
    5.00e-4 -1.1829526086568358E-003 7.1666834102222798E-005 -3.9102231964879236E-005 1.2137237088890083E-004 -1.1438504117265412E-003 9.5438432485057061E-005 -1.2401238857747978E-003 1.2054611519781108E-004 -6.6945395888740061E-005 9.2833802113138005E-006
    5.32e-3 -7.1621442589809509E-003 5.3465751174213506E-005 1.7691702551635108E-003 8.1168993888681187E-005 -8.9313145500771966E-003 6.2814929774492070E-005 -9.3193341497684080E-003 6.7066787757855012E-005 -9.9598903633556419E-004 6.0101718404040567E-006
    5.50e-2 8.0854282803253345E-003 4.3773692809197500E-004 4.6587762556220901E-002 5.5135221405034794E-004 -3.8502334088090479E-002 3.4482646812223391E-004 -5.3953242900864985E-002 2.2954222021852249E-004 -1.0220957423819017E-002 2.8309282067807174E-005
    6.00e-2 1.1791819776616615E-002 4.2103250342571193E-004 5.1910290637570418E-002 5.3540471586834958E-004 -4.0118470680420293E-002 3.2986376389984400E-004 -5.8009349302921613E-002 2.1834921210734211E-004 -1.1333498943106113E-002 2.6388036617688596E-005
    6.00e-3 -7.3715067566273709E-003 1.1290841269983908E-004 2.1800733768052275E-003 1.3257335974599502E-004 -9.5515801358790377E-003 6.6548260354893935E-005 -1.0020532446437715E-002 6.9894112129811951E-005 -1.1003259435674007E-003 6.2022348440003230E-006
