    1.00e-2 -2.0122112660686788E-002 1.3177746379931492E-004 5.6082928000404878E-003 1.9959521694101057E-004 -2.5730405355715039E-002 1.5500757695372362E-004 -2.4694567542286012E-002 1.6259229134832332E-004 -4.3595060809841161E-003 2.8214952913635408E-005
    1.02e-1 -3.8567747164910411E-002 7.1027485702939612E-004 8.5494849239159676E-002 9.0671369431563891E-004 -0.12406259695381847 5.8888016718925047E-004 -0.13597952946694014 4.2999442008063125E-004 -4.0663743885187099E-002 9.9936329850398826E-005
    1.07e-1 -3.6028734360456095E-002 7.5771484527041859E-004 9.2136284543926278E-002 9.4312447816057119E-004 -0.12816501884161971 5.9922241151211632E-004 -0.14012579671963096 4.4783275273829607E-004 -4.2742375176832409E-002 1.0383367311306117E-004
    1.12e-1 -3.4384199743013856E-002 7.8271534140116289E-004 9.7830063279926605E-002 1.0076380072312273E-003 -0.13221426327473076 6.5193124389028266E-004 -0.14619333523833944 4.6626667145809790E-004 -4.5078847734495019E-002 1.0766552558090002E-004
    1.17e-1 -3.0730059193167607E-002 8.4356263024406024E-004 0.10541870481506926 1.0635710643554031E-003 -0.13614876490671479 6.7553307126767056E-004 -0.15057908144541235 4.7024883289960480E-004 -4.7240040568939136E-002 1.1330114326422965E-004
    1.20e-2 -2.2148007069707796E-002 1.3770407882548390E-004 6.3782553930907078E-003 2.1079655332937431E-004 -2.8526262386981114E-002 1.6117660751212558E-004 -2.7473311728857013E-002 1.6592253834110755E-004 -5.0252776365966026E-003 2.8695610290128802E-005
    1.23e-1 -2.9415629565603760E-002 8.7031760985937612E-004 0.11023494710809845 1.1052396282133364E-003 -0.13965057641209633 7.1820981720958877E-004 -0.15658070392619181 4.8781655242349651E-004 -5.0162257821629974E-002 1.1454953819891445E-004
    1.26e-1 -2.7228337911476202E-002 9.0632799984619256E-004 0.11588334572321871 1.1657815560414564E-003 -0.14311168459179913 7.2497483419325991E-004 -0.15914790702716539 4.8700549265754311E-004 -5.1289238405945604E-002 1.1603136255283640E-004
    1.32e-1 -2.2175903623198406E-002 9.6615811276087957E-004 0.12384166062491031 1.1957590839274800E-003 -0.14601756581240355 7.3438321593069836E-004 -0.16357947090722738 4.9158627433556026E-004 -5.4068864172219344E-002 1.2277821541909411E-004
    1.38e-1 -1.8458793967785731E-002 1.0193791700747596E-003 0.13038799719349042 1.2379074025900272E-003 -0.14884679151512042 7.6111576084361189E-004 -0.16859086531522283 5.0438803254092789E-004 -5.6853556642747334E-002 1.2136525360830589E-004
    1.44e-1 -1.3526951848421325E-002 1.0597241015897496E-003 0.14016901110016924 1.3034276540430728E-003 -0.15369596192721666 8.1749818409852402E-004 -0.17502856609943629 5.3624812756615005E-004 -5.9657723874935918E-002 1.2782115460208625E-004
