# as  n_c_best_possible_fit  rho_min_x  rho_max_x  alpha  popt[0]  popt[1]  popt[2]  min_energy  
110.00 1.76622e+02 7.0000e-01 1.9000e+00  -4.09635e-01 -4.09635e-01 3.47933e+00 1.28815e+00  1.21290e-05   
101.57 1.59401e+02 7.0000e-01 1.9000e+00  2.65461e-01 2.65461e-01 5.00225e+00 1.63679e+00  1.23209e-05   
90.00 1.43859e+02 7.0000e-01 1.9000e+00  7.57373e-02 7.57373e-02 3.67254e+00 1.49085e+00  1.23187e-05   
80.00 1.29833e+02 7.0000e-01 1.9000e+00  2.90940e-01 2.90940e-01 3.65452e+00 1.63064e+00  1.23772e-05   
70.00 1.17174e+02 7.0000e-01 1.9000e+00  4.77621e-01 4.77621e-01 4.05940e+00 1.85881e+00  1.24167e-05   
60.00 1.05750e+02 7.0000e-01 1.9000e+00  3.79958e-01 3.79958e-01 2.84078e+00 1.69865e+00  1.24223e-05   
