# a_s  n_c_best_possible_fit  rho_min_x  rho_max_x  alpha  alpha_opt  beta  gamma  min_energy  
110.00 5.81134e+04 8.0000e-01 2.9000e+00  5.26159e-06   
101.57 1.69685e+04 8.0000e-01 2.9000e+00  8.13587e-06   
90.00 4.95461e+03 8.0000e-01 2.9000e+00  1.02044e-05   
80.00 2.18066e+03 8.0000e-01 2.9000e+00  1.10946e-05   
70.00 1.06345e+03 8.0000e-01 2.9000e+00  1.16579e-05   
60.00 5.74647e+02 8.0000e-01 2.9000e+00  1.19951e-05   
