# a_s <n_c>  err(n_c)  <beta>  err(beta) <gamma>  
60.00  5.40000e+04  1.08000e+05  -1.22364e+02  3.61921e+02  1.72810e+00  3.30519e-01  
70.00  1.22386e+03  1.44366e+03  2.61482e+00  1.37105e+00  1.69878e+00  2.39700e-01  
80.00  8.45233e+02  9.65450e+01  3.35341e+00  4.30736e-01  1.79223e+00  8.14314e-02  
90.00  1.10626e+05  1.30171e+05  1.94291e+01  6.38661e+01  1.58665e+00  3.21442e-01  
101.57  8.17509e+04  1.23258e+05  1.46743e+01  5.01377e+01  1.57582e+00  1.72144e-01  
110.00  1.05492e+05  1.13413e+05  1.79484e+01  5.12310e+01  1.58910e+00  3.11487e-01  
