# a_s  n_c_best_possible_fit  rho_min_x  rho_max_x  alpha  alpha_opt  beta  gamma  min_energy  
110.00  4.36674e+02   
101.57  3.93006e+02   
90.00  3.53706e+02   
80.00  3.18335e+02   
70.00  2.86501e+02   
60.00  2.86501e+02   
