# as  n_c_best_possible_fit  rho_min_x  rho_max_x  alpha  popt[0]  popt[1]  popt[2]  min_energy  
110.00 4.20054e+01 7.0000e-01 1.9000e+00  -5.22281e+00 -5.22281e+00 7.60981e+00 1.12278e+00  1.23206e-05   
101.57 3.99051e+01 7.0000e-01 1.9000e+00  -2.74985e+00 -2.74985e+00 5.82730e+00 1.26060e+00  1.24058e-05   
90.00 3.25030e+01 7.0000e-01 1.9000e+00  -2.97719e+00 -2.97719e+00 5.87570e+00 1.26021e+00  1.24301e-05   
80.00 2.78672e+01 7.0000e-01 1.9000e+00  -5.43748e+00 -5.43748e+00 7.35919e+00 1.13134e+00  1.24060e-05   
70.00 2.51502e+01 7.0000e-01 1.9000e+00  -2.54436e+00 -2.54436e+00 5.03661e+00 1.32884e+00  1.24681e-05   
60.00 2.26980e+01 7.0000e-01 1.9000e+00  -3.15756e+00 -3.15756e+00 5.12367e+00 1.26771e+00  1.24662e-05   
