# as  n_c_best_possible_fit  rho_min_x  rho_max_x  alpha  popt[0]  popt[1]  popt[2]  min_energy  
110.00 5.71430e+01 7.0000e-01 1.9000e+00  -4.91156e+00 -4.91156e+00 7.60980e+00 1.12278e+00  1.22177e-05   
101.57 5.71430e+01 7.0000e-01 1.9000e+00  -2.30198e+00 -2.30198e+00 5.82730e+00 1.26060e+00  1.23484e-05   
90.00 5.71430e+01 7.0000e-01 1.9000e+00  -2.34174e+00 -2.34174e+00 5.87570e+00 1.26021e+00  1.23458e-05   
80.00 5.71430e+01 7.0000e-01 1.9000e+00  -4.63993e+00 -4.63993e+00 7.35919e+00 1.13134e+00  1.22271e-05   
70.00 5.71430e+01 7.0000e-01 1.9000e+00  -1.58470e+00 -1.58470e+00 5.03661e+00 1.32884e+00  1.23901e-05   
60.00 5.42859e+01 7.0000e-01 1.9000e+00  -2.03580e+00 -2.03580e+00 5.12367e+00 1.26771e+00  1.23771e-05   
